%
% Comments go after a '%' sign.
%
%
% Relation: todefine
%
%
% Attributes: 2     Instances: 10000
%
%

@relation todefine

@attribute 'dataset' String
@attribute ' labels' {1, -1}

@data
'true sole middle glamorous more',1
'strange unique urban entire central inherent particular futile the likely different such non preachy many central such pervasive powerful i thoughtful sparkling great',1
'first better beautiful belgian industrial local dramatic melancholic happy absurd unbelievable stunning bleak artificial best brilliant cult classic charismatic small own leading brilliant stupid evil',1
'sweet natured young sad local little new determined little long fateful same beautiful simple minded american strong fairly safe',1
'deeper',1
'good simple old such good best excellent impressive best emotional sweet okay good impressive wonderful good best',1
'internet courageous funny talented hot young old younger new many many final',1
'poor asthmatic old twenty seven political present old valuable acknowledgement delayed slow touching social financial most third most retired sad poor eight title se',1
'few surprised only happy fellow true funny little drunk likable great humorous humble sarcastic terrific best british good',1
'first few mysterious spooky greatest right great best ordinary vicious gritty different right nasty true amazing old few brave sassy exotic beautiful big remade gorgeous calm persistent adorable great only common early hateful unbelievable first great real interested simple',1
'mysterious european effective little sparse rough expressionistic bad appropriate sort even eventual hideous ludicrous proper good fine scientific old more lovely alarmed perplexed funny right most elderly terrified little weird effective bat loving',1
'late last first young older recognisable romantisised more usual costume great great more',1
' an crazy small more dreaded relentless impossible desperate great surreal indescribable several other graphic unrestrained most dirty huge wolf whistle hysterical limited  an unique minutiae based early funny',1
'famous happy twenty other attic loaded attic many final next human wonderful classic black white enjoyable comedian good',1
'more previous overall own out of character many main sure ready',1
'movie  the huge elite aka most successful  today long long aa uo uo  the complimentary other worst late faithful same good elite indian few good worst best i good watchable i',1
'longtime recorded live literal best solid new talented',1
'terrible previous glad most original big good traditional unending hilarious silly musical quick most mst3k like full untapped whole other hour long new least likable old bad nice frivolous serious',1
'favorite notorious own girlfriend many over the top martial famous crowded charismatic funny overall slapstick gritty oft copied',1
'post wwii british acquired best well known indestructible dirt resistant idealistic comedic well known british nervous devious ruthless wonderful superb delectable entire',1
'last sub titled japanese weird delightful such conflicting interesting well developed much',1
'young first later nostalgia great right nice great musical great last minimal decent second important fun smart cynical bad perfect perfect',1
'able animated little treasure the overprotective main renowned outside white forest invaluable meticulous most geometric much much reminiscent simplistic fluid magnificent main haunting try quiet welcome senseless current such like sparse musical effective little more clear amazing real',1
'first second funny first much wierder funny own funny stupid little only other great',1
'good more erudite cheaply made limited creative scientific poor professional gothic first rate alive lustful good fantastic many real sleazy medical dead perfect perfect best other bright female',1
'old beautiful gold digger vicious likable breezy script entertaining deep above western genre co star hottest european perfect cold hearted weak least other good particular underneath',1
'first good intact fantastical small greenery the simple unwanted huge immense gentle partner in arms lian chu spews common idyllic free whole rich detailed eye popping fight nary boring photo realistic non existent easy usual finale usual many more computer animated local simple recommended',1
'sure anti grudge things the imperfect uneven willing more token mysterious paranormal semi spoiler little creepy exceptional special effects laden supernatural best ultimate great',1
'true russian intellectual brilliant full favorite brightest colloquial lifestyle 1918 20 wide opened pitch black well translated english obscene more mild available worthy considerable post soviet soviet unprepared informational western aggressive soulless darkest third obscene common colloquial',1
'strong unforgettable young african american rough old younger inseparable horrible constant inferior african american less true survival master piece underestimated more good notion the funny introducing remarkable heavy nasty such evil talk show brilliant strong willed strong close',1
'best excellent hysterical gorgeous good many whole further beautiful wonderful outstanding gorgeous perfect',1
'iceberg random short subtle experimental overall artistic open american late little gruesome heavy unrealistic only needs good fitting fitting little other appropriate heavy grungy psychedelic real artistic more desirable',1
'first second same better great creative more columbo real creative innovative other better original impulsive  perfect more lieutenant interesting whole interesting vulnerable more stupid set up fine own great short different different only other later great real great early better long running',1
'past favorite unique separate domestic small such small intimate natural more else second clear second professional many original real respectful efficient third grungy tattered little noir cold self proclaimed satisfying',1
'sweet fun acted next male awsome funny best better clean great whole definite',1
'twisted playboy style beautiful porn chauvinistic unfathomable mystical dumb light hearted semi mindless',1
'most greatest cinematic first special able last powerful original long emotional new uncompleted first ultimate young frozen awful other all or nothing intense third dark young wicked deep good spectacular good',1
'brilliant interior double fine interior original recognizable different prominent richer additional viewings brian',1
'great true young black first direct tad sceptical great great great young hard only touching young',1
'many eternal ready possible gladness my legendary priceless splendid many silent eloquent classical equal necessary perfect many mere modern utter newer such modern aromatic',1
'strong other best emotional best long bold graphic unfit generous safe same great virtuous beautiful wonderful irish important technical beautiful best impressive gorgeous scenic great amazing american various american british new great twenty five brazen true phenominal confident strong',1
'first classic tall handsome witty short charismatic flat such hilarious well those even bigger different such art unveiled other joyous new guest latter filmed one legged right eccentric all time funny latter  lady spoof reclusive unforgettable nasty stuff three different few worse infamous ever increasing new wishful early various',1
'tacky old recent trailer park quite watchable worst best big best clever funny',1
'cool awesome right little former  just old former convenient stranded sophisticated whole  cliffhanger  die open complete mortal large face first several apparent  cliffhanger exciting great early best better bad coolest  cliffhanger best best exciting',1
'own militant same ek aur rough delicate right wrong blind deep much later same powerful best',1
'emotional wrenching loving terrific understated heart stopping last half',1
'such low likeable shallow hot eclectic same old',1
'left outstanding cerebral severe left defiant brilliant best greatest excellent brown brilliant defiance the left wonderful irish powerful brilliant such left foot these irish multiple wonderful irish powerful outstanding crippled same young best high great excellent',1
'all time favorite noble preachy boring old more last few sympathetic dressed up fun slow own believable',1
'last brief last real blown long quasi right dubious whole upfront glad argentinian exploited famous good revolutionary butt popular public young excellent unbearably young endemic marxist entire ambitious instant commercial shot black white contemporary second new revolutionary second excellent ie easier more upbeat disparate revolutionary second much harder much same recent good heroic same obvious foreign indigenous other successful lost overall excellent classic bolivian small such',1
'first 3 strip previous first 5 year costume garish black white whole worth visual',1
'animated i less awesome much cold crime fighting angry darker awesome good new new horrible does nt dark maniac bad past batman good good favorite awesome mad best animated happy brutal short general ridiculous funny ridiculous only mad general good upsides better nice nice nice nice much other first gon',1
'endless own astonishing unheard of compelling well documented american long international first only appalling own impossible right',1
'high stunning beautiful young dark victorian young poor plain strong own own sad inspiring as true original great other other such quiet appropriate credible true classic faithful beautiful',1
'such wonderful romantic sad perfect excellent such great beautiful cunning sad old younger told wonderful sad wonderful glad',1
'best hand to hand many bad socky good good best',1
'directorial legendary finest beauteous resilient new best hellish fabulous wicked erotic slow steamy real favorite b movie forward foul mouthed gut busting lively uninhibited ever cuddly innocent ample coarse sexist lurid mindless many pro feminist misogynistic confidant glorious incidental delightful quirky human vibrant dolorous awful cheap rubber monster suit sidesplitting enjoyable essential drive in',1
'wonderful human rubbish big best consistent sharp pleasant provocative loud young lone human',1
'uplifting',1
'british terminal best rosy bleak overlooked sensitive',1
'utterly future powerful past great xxth neon non creative reactionary french italian scandinavian french particular original creative unimaginable cheap political least become aware least summer lumiere creative own  first fifty long fifty first industrious magical',1
'best modesty good little lite great many high bad little other',1
'interested lake awful good good early local morgus local personal',1
'excellent diamond worthy late same least',1
'naked strict naked naked moral naked true artistic great artistic worth great',1
'favored final brilliant stunning sole older neighboring good evil higher gentle other geishas a handsome first humble old rich abusive true beautiful colorful strained credible not tacky western cheap isolated real japanese authentic enough dreamlike',1
'more more original stunning dour hot to trot future italian positive exotic decent soft core original',1
'many great poor male playboy great young first young outstanding great many mild naughty',1
'possible such impressive little boy strong different',1
'funniest original spinal many many perfect hilarious fictional many controversial excellent top',1
'great slow original atmospheric dark horrifying mixed little wrong least dark avantegardistic surrealistic full else final strange unusual most',1
'favorite great brilliant second',1
'european american most overwhelming few unlikely greedy better better both the first fictional real alive sentient quest normal deformed giant alive lovable more much solid own many mid smaller little surreal believable short weirder true few colourful alive surprised many furry little lovable funny important main cool great thin bad original mythical thin feeble whole little adorable resistant ok little less girly little good',1
'cerebral lead excellent special young arrogant vulgar petulant in other human documentary excellent complete fine disabled human most',1
'standard favorite many characters  little original tragic spiral  old original  more inventive available',1
'most gallant witty intelligent single natural sweet irresistible creative little melancholic great remarkable likely much sensitive good',1
'would be condemned bleak modern day moral social well directed overall intrusive sentimental careful mushy lesser best',1
'outside powerful real immune',1
'funny familiar good predictible great',1
'first good first old little dated wordy wonderful costume near favourite other only perfect small old little handsome perfect other scary frightening favourite wonderful believable most',1
'right general much iconic comic typical  executive no 2 lucky famous no 1  executive big  executive big  executive no 2  executive big  executive right entire chock full glitzy special moronic modern pathetic iconic equitable above original best general negative wonderful less ideal genuine comic full finished famous super short superb dead other fictitious awesome male awesome lackluster perfect iconic physical closer fresh splendid dead judicious real full final short acerbic adverse more dead younger experienced primitive liberal unfortunate closed sad derive great same exact same popcorn',1
'several finest entire following',1
'sappy sweet full entertaining short radiant sure other british british american nice significant unlikely unrealistic daily short good sentimental wrong sentimental unseen super',1
'best real good demoralising entertaining fortnight clear positives i modern tame five 21st least',1
'nice pretty cool nice restrictive victorian bleak wonderful principal own cheap developed human little such good positive good',1
'blank patriotic psychological dead only predictable little sexual little subtle such unknown familiar bad hard bizarre familiar bad good',1
'grown best screen new suburban sexual next short extra marital young hunky occasional dowdy interesting attractive young sated similar own normal great younger erotic extraordinary much vital small older effective the open',1
'unheralded other fairy solid due authentic true best good brilliant entire few romantic last high fertile after  best last',1
'good lightweight wish late good glad',1
'few excellent relive great more other whole more',1
'last complete key poignant although dated much overpopulation several classic solid the nice perfect pastoral visual moving significant important cautionary wrong real old present incapable saying this top sci fi',1
'grown clever good apparent appropriate such successful',1
'real whole real great few bad evil fantastic fantastic special impressive cool magic amazing nice alleged true',1
'documentary interesting certain new right right able documentary shot re created many modern marxist socio',1
'amazed nay sayer old good true grand great dark fine gorgeous wonderful most excellent marvelous rival terrific remiss old',1
'japanese hilarious great low high real',1
'best long funniest long few funny romantic boring great funny best',1
'final',1
'gentle first rate wonderful ustinov funny inconsequential american many different usual sleazy funny cynical',1
'young strong foreign historical personal daily other other different critical troubling first perfect gunga din unsolved many other unique child unconditional pretty many good short',1
'final traditional several last eliminated it great',1
'wrongheaded american such original astounding highest rich new underrated social original major subtle sad understandable splendid delicious high special worth',1
'traditional many elderly alive eye witness sodden many same local become invisible older emotional impenetrable rugged special rough finest gaelic twenty first western gaelic speaking deeper ancient last fateful inaccessible bloody old treacherous accepted own inaccessible honest unpretentious beautiful more  bigger box office famous true unique age old',1
'lillian famous leftist called left long minor totalitarian justified sure terrible native other worst excellent convincing upright better great luminary other best contemptible good totalitarian',1
'fourth despicable ugliest unlikable modern nasty low life much least movie everywhere   within laughable fast moving entertaining one by one this sophomoric sad most better',1
'particular summary fancy big great believable good great such much more eager touching many',1
'favorite afraid incorrect such female other mainstream timid off limits sean excellent courageous most established major other fine obligatory obvious political ironic premium porn mainstream old',1
'spinal similar many huge available only',1
'musical last best last fantastic earful hardcore able artistry club owner  only musical evil separate only funny plain nasty other nasty loony purple entertaining overall biggest musical best',1
'curious pompous average interesting same same important useless overpaid schmo tough same coming worse old little predictable real life plucky strong willed composite several real life strong inspiring many real excellent sweet natured higher',1
'good good more good entire complete big unreal',1
'cillian managerial everyday normal several ordinary good best last small great several little sexual slight female second',1
'best documentary epic documentary human same much detailed high low british such such length another worthy whole second extensive much previous',1
'apparent such southern true sympathetic many good good old lucas southern white familiar supernatural modern think',1
'due heavy last long local entertaining original',1
'strange many many much first cool funny great most other opposite main bad flat most witty worth uninitiated american best',1
'top important strongest convincing first other unglamourous black white appropriate great difficult',1
'true crime non fiction thirty five later robert old safe lousy northern stolen heinous five year good chief detective tactic faithful good artistic last next true horrified more enough bloody slasher film stark black and white excellent unsettling own low key 134 minute entire entire viewer',1
'entertaining other popular last funny',1
'good funny engaging funny interesting good good welcome personal favourite brothel side appropriate',1
'black serious  mystery funny quirky delightful bad occasional junior high tongue in cheek low key smaller good unserious weird',1
'other guilty whole funny other old live sound weird great',1
'only close uncapturable american late 60s early retrospective self obsessed more swift only appropriate anti draft big time sexual general that the whole particular unusual real perfect real tall classic last um right sonny available',1
'half portuguese half blind half prejudiced portuguese right accurate usual portuguese film real traffic congested real real emotional minor good historical very recent thought proving usual european',1
'shocking old hard shocked many male physical extent emotional hard many worth young big rich cowboy sleazy long dilapidated more excellent sad classic funny classic walkin walkin typical many first religious self defense late true last several many unrealistic big great good least many more interesting such open ended',1
'steroid simple realistic believable top enough interested good',1
'many false young dead end worldly old false fine only',1
'enjoyable great excellent charismatic good old great terrific cheek',1
'old other first rare many short least good special special best many toy special great biggest much',1
'last other funny more',1
'first german top double back top middle first outside noble inside noble modified noble injured injured hard noble tried noble noble flipped european european top quick european next better top tilt a whirl nasty other 1 2 3 intercontinental next big big hard top top one on one next spanish grabbed low top somersaulting thunderous personal triple personal past next top own personal other unstoppable young more easy last involved tempting official loud christian big leg ref hard christian successful other beat other big nearby disabled referee last delirious last watched decent good a ',1
'mixed filmed true best filmed much few basic own whole such much novel personal central impossible physical real fragmented ethereal filmable real more superficial original tremendous sure original distressed much first much better satisfactory beautiful own thus mixed ultimate eventual',1
'rubbish wrong girl final unmissable able believable final question big last organ',1
'such big natural other giddy much',1
'same whole incredible tough main unlikable masterful hard hard warm first en route hard mean selfish little insight other brilliant good hard present many more',1
'decent least terrific fantastic fabulous box office brilliant commercial subject  20 brilliant only terrific finest excellent',1
'interesting western few much other adroit fortune tidy self appointed ready canadian hot beautiful lawless anti slick tight superlative current few essential first dark western',1
'added first main black bad same nasty unexpected whole good good',1
'french animated brief potential most more fairy huge other good little unlikely fantastic crazy english best vocal first great real animated long same damn better animated nice',1
'sure taiwanese few american southern regular moral high supposedly heroic young young german young excellent full fresh subtle war jeffrey freed young fine understated wooden long new southern much great slow excessive interested next empathy real imperfect human much usual',1
'undesirable gritty political specific similar idealistic top such',1
'romantic other other other entire intelligent stunning perfect dream like',1
'good several awesome same good such creepy wrong good reticent',1
'great believable mans best many such lovable strong wonderful mary raven able middle good',1
'much human absurd paradoxical important respective advanced female technical recent all male off limits strong good ridiculous bad such boyish same first young brutish one size fits all meanwhile apprehended criminal who knows where subtle glacial pure first little special whole supposed unseen unseen unnamed unremembered knowing actual',1
'like american great us   great scary i san true famous long queen i u real own powerful thing i great bad bad ocean',1
'french quiet glorious last impressed wrap up other couch',1
'sci fi much light most top first several biggest better distant unknown lethal alive small epidemic mysterious famous much clear real ill real obvious sure much interested good much several amazing several huge other bad other',1
'vague dear true difficult excellent good good',1
'early italian brilliant acted excellent sensual more muscular attractive many male major wide better less glossier white italian different realistic different',1
'1999 2007 stupid cultural greatest enigmatic stellar upper middle tremendous superstitious negative undeniable many strong present coarse other such social tough more real the much great current whole excellent complex enigmatic',1
'neat neat great song good best',1
'last animated native few symbolisms fable only huge ominous gloved most real technique',1
'fresh unpredictable down to earth few great',1
'widescreen standard most funniest other',1
'excellent realistic contemporary best finnish everyday small bright early lucid promising finnish possible gripping next worth',1
'good pop best funniest controversial most american most other funny only funny rarer quick great off camera obvious occasional hilarious ironic',1
'innovative familiar sci fi fantasy such isolated mystical sure outdated live bad few foreign different certain amazing neat',1
'fine new rebel uphill dark favourite new tremendous triple final epic classic first',1
'little nice good',1
'first it  different specific last surprised good again ',1
'certain like minded aformentioned mandatory first better latter more various legendary excellent many best next superior so',1
'cheap dead dark stunning able whole outrageous fun great whole halloween cheap',1
'other other whole excellent usual good little great great great sure',1
'late little early more now a days different better fair overtime this best strong whole good other last many more greatest hungry able own unique able own best o late small black out human traditional long long white white other greatest such crowed wild final last fantastic least local okay the nostalgia best nice thanks',1
'best stylish suspenseful good orchestral unforgettable frustrated high transsexual full infamous stylish pretty',1
'first hard younger malaysian fourth complex simple convenient twelve year deeper pretentious testament former previous rebellious british violent sudden hello implied ready young impossible several smaller real satisfying naturalistic unfiltered strong minimalistic narrative down to earth effective hilarious adulterous dropped hard emotional enough interesting independent asian',1
'low more real most amazing different actual unique endless great',1
'negative such low good last many other least true',1
'over long over talky french favorite longest talkiest french remarkable fresh',1
'such long touching impossible young worn graphic hard shot small cant first acting',1
'more mediocre playing the cult classic african american such comedian enjoyable full older black black big big italian out the homosexual italian entertaining animated worth',1
'best first old shocked sick understood great exciting frightening own unique best unhappy smart brilliant great best',1
'new puppy new strange different family this great witch many made for tv scary made for tv think this devil worth',1
'wonderful clever running important under appreciated wonderful serious easy',1
'film nuts metaphysical samurai samurai final magic beautiful good japanese rainy',1
'spunky yummy tasty gratuitous nude annual local solid lovely remote freaky late great meek solid nasty lethal dark secret dank pathetic diapered incest spawned man child touching loose murderous uniformly fine sturdy perverse excellent wild slow steady likable heart breaking final strong poignant early psycho worth',1
'silent few hypnotic last hypnotic many beautiful gorgeous expressive perfect poor',1
'early high historical last distinctive respective unique intriguing interesting great remarkable genuine early 18th repulsive subtle most modern unique most likely realistic era the tight dull much political main storyline the remarkable highlight tense exciting musical high favorite',1
'better many original unconventional new subsequent other great great inventive artistic entertaining german probable other other many pretentious',1
'great earlier local happy new certain former short delightful better early funny animated short a ',1
'last forgotten classic genocide present other against type possessed indian finest western wrong youngster watch last few repressed sexual intense racial safe climatic last horrifying white other large continental',1
'visual creative inimitable alternative artistic important serious non commercial sure pure excessive positive friendly naive utopian pretty nice good most good old big sure charismatic short orchestral big ted unorthodox naive imaginative superior chris better total best guilty artsie fartsy bigger better superior superior',1
'classic epic memorable stellar good many',1
'worst best original bad best induced long high best complete original medieval terrible actingso',1
'good bad bad whole popular popular good',1
'short gritty few heard underrated small heard favorite believable dramatic dastardly real last sensitive great greatest',1
'big relative early tall characteristic odd quick long ambient incredible long mysterious chinese many technical incomprehensible wonderful torn dangerous usual real strange bizarre short classic',1
'retarded young imaginary many odd surreal tragic young old severe nervous particular other funny tragic long least disappointed',1
'endless quest acted all too rare close simple young vocal alleged own reverend unusual strange seventeenth strange more further involved much action oriented little many good seventeenth many convincing solid possible special technical official atmospheric understated long big similar',1
'digital least more such great small minor simple lovable new unbelievable bad best awful prevalent real great outstanding',1
'first first fun i brilliant bad right i correct boring i brilliant next many brilliant great',1
'specialised subject high unassuming impromptu amateurish brief boys fetishistic sprawling sporadic narcissistic controversial pipe hard much different feel superior sentiment only popular reasonable more able atrocious good stable fantasy unique other uptight intense serious meticulous prime likable own fleeting potential other more relaxed own dominant many personal own personal jealous old first out the grim excellent high shy introverted more raucous juvenile common recognisable final safe fantasy penultimate superb final real morbid perfect void significant sudden radical callous violent real terrible final cal anything zero interested violent',1
'recommended funny good british more own big worth sure able great',1
'short mexican mainstream most favorite short subtle whole pleasant american main i most short terrorist other short whole same angry evil more angry long whole short happy lonely remarkable terrible american much short close more straight angry evil similar whole more long sorry own french short american american equal american',1
'first song great available believable',1
'late favorite many full good faithful artistic great short such able proper',1
'much good good',1
'powerful many powerful such incredible rampant early slight void true timeless overlooked',1
'bad entertaining other better italian good enjoyable bad idiotic important extraordinary bad special stupid bad bad much first camp classic fun real',1
'twenty seven complex french hundred inspirational further read precise social everyday moremuch more fragile immediate open frightening as difficult unsettling uprooted slicked back mustache wearing jobless parole carla unsettling dark dark constant unknown sympathy rival handy make shift continual forth more next solid parole further staple final last amazing entire weakest first interwoven first entire parole tangent final vague complex difficult plenty favorite brilliant tense dramatic who dun it unfold mediocre french read next angry true able',1
'memorable stable exc best great all time',1
'favorite sean tense psychological excellent best good best sean fantastic  i enough negative last intense entertaining',1
'whole new new european real real likely half simplistic famous bliss',1
'underground horror 1st fine unadulterated fold em hard historical definitive released i able famous exploitive top horror 1st awesome next wrong right cool good',1
'excited low nice nice best small little old',1
'awesome most favorite much wonderful great heartfelt favorite shadow interesting golden i best happier i best',1
'fu nefarious down on his luck nasty same nefarious quirky ridiculous good slick stylish much such good comic larger than life many real many emotional good real hyper real entertaining significant fight many own impressive strong real real martial least lengthy chinese',1
'sad least top best clever wild amazing best',1
'complex extended gratuitous frankly many tony nephew upcoming other own whole',1
'long thought lost original uncut vital moral original censored original current original wonderful great',1
'such fantastic western self concerned local evil dead only main peaceful new best hang out tiniest less special cheap beautiful on location gorgeous best equal biggest selfish character human fantastic adorable french good single best touching first only able cynical impeccable',1
'awesome funny talented many rough next coming co star best long true nice funny good good good simple slow real urban better',1
'stark old principal animal many realistic real',1
'comic original such popular own tracy style such liberal up to date fair screen excellent original interesting high weird suspenseful much memorable tough talking impeccable great great like past original vibrant sorry',1
'rare taboo general main adrian believable brillant difficult good big little lovely',1
'other well made acclaimed follow up first spectacular historic present extensive leading surfboard incredible rudimentary next euphoric youthful slow biggest copyright surfing such current such 40 year old greatest earlier leading single step dad a musical contemporary eras great',1
'many precious little pretty little human fake wonderful interesting downward such wonderful later glad up it perfect beautiful delightful captivated special young remarkable loving gentle prominent wonderful emotional',1
'many many more wrong is many over the top over the top over the top understatement inner such great sure cartoonish surreal best other best steven good other memorable enough brian good able larger versatile few better great pure least surprised great surreal good great favorite little 80s ish good influential past wrong greedy bloodthirsty uneducated many most deluded next good real twisted better more bad strange self',1
'good surprised stuck other user much wonderful true intelligent amazed first excellent good this little rough indie compelling',1
'such sensitive controversial great surprising weak reminiscent beautiful much innocent beautiful beutiful brutal mexican gut wrenching brutal most black several second angry hard hard only particular egyptian british much other special last great special weak good terrorist terrible such conservative many',1
'evil austrialian arterial whole bloody apparent wrong apparent technical difficult hearsay human possible suspicious wild reluctant perfect beautiful good important bad more',1
'good real many hard other natural natural fabulous good first tragic wonderful this same',1
'early long slow tiny narrative prophetic political unrest brutal magistral glad',1
'witty fast paced sexy extravagant sleazy erotic first class about the realistic satirical fresh engulfed contemporary fresh self referential critical contemporary general 1930 1935 popular',1
'marvelous first somehow extraordinary best australian best bold courageous great incredible good more jealous bitter average other wrong pretty common only rigged constructive',1
'all time excellent black white better surprising few hard',1
'more brilliant young teen micro such more rich low good decent true indie more',1
'western single initial grim famed last same worth realistic rode epic tragic simple lonesome remarkable meanest own wonderful indian whole fine shady such ambitious economical such western brief epic final good bad high legendary western worth western first western wrong',1
'other interesting realistic fantastic early favorable the suitable real first sure appropriate real human would the unlimited enough scientific philosophical',1
'perfect little special later plus familiar last great absurdist fake excellent louda meridian ante meridian classic english enough classic memorable',1
'great earlier convincing good stilted good happy other find similar long least best',1
'combustible different such depraved clear violent emotional social dreadful recent documentary american new appropriate personal unexplained material potential social belligerent situational ambiguous unsuspecting innocent macabre precarious deranged pertinent radical lethal isolated many typical truman tremendous best incredible few outstanding collaborative best reprehensible demented trite pejorative nationwide psychological counter different american emotional precarious overall focal rare coveted extreme clairvoyant remarkable',1
'pregnant',1
'amazing funny entertaining deep eye opening unhappy bitter unsatisfied wrong happy real inspirational deep blessed happy humble',1
'best interesting dangerous paradoxical better worst real real mad much  special painful own true real real real easy social real pessimistic beautiful beautiful wonderful great cynical excellent',1
'happy go luck military memorable first rate british cary knock about faraway six fisted british native bloodthirsty murderous last competitive fun loving assorted other grand outstanding black white',1
'final more human popular highest many many greater greatest little same murdered rival first usual biggest first found i upper lovely extensive much',1
'fantastic well written good bad flat out hysterical self effacing best other capable fully fledged underwear goofy likable good good',1
'most best terrible pleased original break good less few slow interested little much little sure good excellent nonsense interesting bad',1
'favourite domestic funny serbian first 20th able it i good',1
'angry apparent small strangely many relative native late early ok other horrible good contradictory hypocritical american global many american runaway unwilling more natural worthy basic human basic human',1
' heart warming former few only wonderful oldest old favorite',1
'special warm long sweet other other special wonderful laugh autistic other special several real stressful',1
'strong italian beautiful natural brief fascist own incredible funny renowned',1
'great straightforward appealing second basic particular high',1
'long national most best obvious best most latter better many major best',1
'catch as catch can short wartime glasgow raised best delicious wonderful last',1
'american bad unthinkable tournament good nice surprised funny young korean convincing wonderful good',1
'10 year old clean full crude cheap pre teen smarter subtle clever the perky anachronistic great style conscious we need to enlighten this wholesome girl many true tense several suspenseful gratuitous good great many smile this entertained',1
'best none animated first humerous touching',1
'aggravated demonic spree from vilest other similar low different horrific fine such',1
'great music great train wreck drug induced wild much overall cheap pervasive best method acting out of control cheap',1
'old cover several few non animated nice outstanding deep own new different excellent nap other',1
'first easy romantic more sure good important big wrong wrong superficial main serious eternal less ideal real  for real other first small larger',1
'beautiful italian great wonderful more important beautiful brilliant favorite less cinematic such ingenious great right all time greatest beautiful famous brilliant gloomy young haunted mysterious little beautiful mysterious eerie sufficient gloomy excellent black white great eerie wonderful fantastic enough wonderful other capable uncanny stunning great great good outstanding many best eerie perfect short atmospheric greatest interested',1
'outstanding other belated little made for tv slow first main similar great second deceased third spine tingling unabridged audio sure few legitimate',1
'old other conan esque only fantasy sole victimized original interesting loud climatic ok nerves the good good little 1 dimentional fine little more superfical',1
'worthy beautiful able eager little complete about american good evil small ran worth television gary great right other',1
'surreal dark believable natural such young good less excellent concerned bad good uncomfortable',1
'atmospheric escapist full little comic good good bad bad jam packed familiar gruesom make up ultimate tough straight incorruptable calm better other big hunch backed unnamed best nightclub femme own little independent long time funny little urchin up the humorous indecipherable rival special whole former little only grand comic full vibrant elaborate two dimensional three dimensional plentiful other eccentric little great political smartest',1
'logic enjoyable moving emotional hard misguided solid vivid young asian tragic younger whole',1
'fantastic scary suspenseful realistic real creepy entire sure unsuspecting young solid interesting funeral safe next final new',1
'first them level psychoanalytic unrestrained manifest level best pure greatest',1
'much lead dead particular more famous new good well animated project no tragic concern give stark graphic happy steep good perky',1
'films pretentious true adjective stupid 16th several funny decent terrible several awesome short several entertaining weekday',1
'young remote upstate mere flesh eating small thought provoking somber great well developed bone chilling subtle clear real first last give unconventional 8',1
'other gritty true new sound just clean revolutionary exhaustive wonderful proper historical true clean fake documentary square straight full wonderful only true beautiful subtle throw young other true only weak loaded true american clunky much over site most amazing list the cold  revolutionized quiet revolutionary early global international political financial unfair south american',1
'cheesy good creative best best',1
'few intangible good great subtle other small exclusive terrific explosive impressive same perfect raw emotional incendiary same former covert much best left bitter comfortable rich vibrant former such needed financial fine sexy brilliant such short entire first dependent weaker emotional short remarkable perfect real frenetic visual interested next more status the vis ca definite little teddy bear more deep present the injured thick outstanding dead literal ubiquitous responsible vigilante audacious few due bad entire unequivocal painful gimmicky other true best different',1
'whole impressed new favorite meaningful important few awful feminist contrary more real good true true adrian realistic true important relatable young',1
'masterpiece strange much short complex little right adrenalin high subtle understandable european short black white low worth more few worth',1
'whole same different beautiful own intelligent wounded defensive embarrassment unable',1
'later much poorer thick historical bright able only major earlier different other usual hilarious only appropriate due crude',1
'first official on line electrical meatball first creative classic original strange superior strong elaborate high japanese last awe human sole human become flesh eating more great music great point of view least better male worth love afraid prepared climactic glad great',1
'last little interesting exciting festival beautiful art directing seamless impeccable vast exact wall deliberate second more more layered intelligent sure definite',1
'profound hard handed entertaining famous first easy personal more mature religious infuriated several much exact same banned unseen thirty certain prudish offended first unethical major derivative other contemporary successful more pure multiple substantial unoriginal thoroughly unnecessary uniquely atmospheric horror highlight impressive ensemble nightmarish likely easy alison unprocessed mental stunning several physical mental ominous eccentric birthday landlady blind only creepy clear higher supernatural malignant regrettable promotional brief tedious overlong own odd red close genius first whole controversial perplexing pure unforgettable nail biting impressive legitimate popular prominent little such extended several more several unknown curious personal best uncanny satirical unknown admirable ridiculous humble entertaining frightening most',1
'few less amicable mainstream embittered own cattle troublesome larcenous canadian great callous impending most many dead and buried unspoken only bad usual exceptional high final strong young romantic great canadian few average theatrical extra',1
'right best multiple best good best japanese samurai chinese japanese japanese last chinese amazing other good',1
'excellent honest predictable top notch',1
'greatest rich beautiful artistic short technical anti american personal weakest y  well merited weakest real whole weirdest sure perfect perfect fable related finale',1
'first dramatic let down african american african american african american realistic excellent most whole excellent musical good',1
'actual whole different fantastic',1
'surprised such excellent long knowledgeable',1
'only camus giant top sure mary intoxicated falafel liev next',1
'such best close crucial late brutal bare knuckle illegal realistic perfect fast upper great famous best wonderful realistic more',1
'best comic vivid like comic attitudes hoffman comic classic good house this classic comic great able older comic such',1
'best',1
'magnificent gorgeous oscar nominated sensitive bad fourth full gutsy many better edwardian few such minor principal conflicted pitch perfect thankless true wasted entire final possible theatrical bold ambitious successful eloquent greatest shakespearean strong',1
'local fine spectacular funny funny local favorite top good',1
'historical empty different sad classical great remarkable common ineffable interior script great subtle wonderful arbitrary magnificent clear',1
